"","X.2","X.1","X","Student","Gender","IPEDS.Ethnicity","Low.Income","First.Generation","Admit.Type","Evaluated.High.School.GPA","Highlander.Scholarship","Chancellor.s.Scholarship","Regents..Scholarship","Previous.School","College","Major","UCR.Entry.Action","Admitted.Honors.Cohort","Permanent.City","Permanent.State","Capstone.Project.Completion","County","Region"
"152",152,152,152,152,"F","NON-RESIDENT ALIEN","N","N","Freshman",3.46,"N","N","N",NA,"EN","CHEN","First Time Freshman","Third Year","Hangzhou","Out-Of-State","Yes","Other","Other"
"153",153,153,153,153,"F","NON-RESIDENT ALIEN","N","N","Freshman",3.6,"N","N","N","River Valley High School","HS","PRBS","First Time Freshman","Second Year","Singapore","Out-Of-State","Yes","Other","Other"
"154",154,154,154,154,"F","ASIAN","N","N","Freshman",NA,"N","N","N","Diamond Bar High School",NA,"BIOL","First Time Freshman","First Year","Diamond Bar","CA","Yes","Los Angeles","8"
"155",155,155,155,155,"F","ASIAN","N","N","Freshman",3.9,"Y","N","N","Glendora High School",NA,"MATH","First Time Freshman","Other","Glendora","CA","Yes","Los Angeles","8"
"156",156,156,156,156,"F","ASIAN","N","N","Freshman",4.17,"Y","N","N",NA,NA,"BCH","First Time Freshman","Second Year","Arcadia","CA","Yes","Los Angeles","8"
"157",157,157,157,157,"F","ASIAN","Y","N","Freshman",3.85,"N","N","N","Singapore","BU","BSAD","First Time Freshman","Third Year","Temecula","CA","N","Riverside","7"
"158",158,158,158,158,"M","ASIAN","N","Y","Freshman",3.81,"N","N","N",NA,NA,"BCH","First Time Freshman","First Year","Temple City","CA","Yes","Los Angeles","8"
"159",159,159,159,159,"M","ASIAN","N","N","Freshman",3.6,"N","N","N",NA,NA,"BIOL","First Time Freshman","Third Year","Walnut","CA","N","Los Angeles","8"
"160",160,160,160,160,"F","HISPANIC OR LATINO","Y","Y","Freshman",3.17,"N","N","N","Downtown Magnets High School","HS","PHIL","First Time Freshman","Other","Los Angeles","CA","Yes","Los Angeles","8"
"161",161,161,161,161,"F","MULTI-RACIAL","N","Y","Freshman",3.95,"N","N","N",NA,NA,"BCH","First Time Freshman","First Year","Carlsbad","CA","N","San Diego","10"
"162",162,162,162,162,"F","ASIAN","N","N","Freshman",3.8,"Y","N","N","Adolfo Camarillo High School","HS","MCS","First Time Freshman","Other","Camarillo","CA","Yes","Ventura","5"
"163",163,163,163,163,"F","ASIAN","N","Y","Freshman",3.96,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Livermore","CA","Yes","Alameda","3"
"164",164,164,164,164,"M","ASIAN","N","Y","Transfer",NA,"N","N","N",NA,"BU","BSAD","First Time Transfer","Incoming Transfer","Irvine","CA","N","Orange","9"
"165",165,165,165,165,"F","WHITE","N","N","Freshman",3.56,"N","N","N","Mira Costa High School",NA,"MCBL","First Time Freshman","Second Year","Redondo Beach","CA","N","Los Angeles","8"
"166",166,166,166,166,"M","HISPANIC OR LATINO","N","N","Freshman",3.85,"N","N","N",NA,"HS","ENGL","First Time Freshman","First Year","Corona","CA","Yes","Riverside","7"
"167",167,167,167,167,"F","HISPANIC OR LATINO","N","Y","Freshman",3.8,"N","N","N",NA,"HS","NRSC","First Time Freshman","First Year","Glendale","CA","N","Los Angeles","8"
"168",168,168,168,168,"F","WHITE","N","N","Freshman",4.33,"N","Y","N","Redlands East Valley Hs",NA,"BCH","First Time Freshman","Second Year","Mentone","CA","Yes","Other","Other"
"169",169,169,169,169,"F","HISPANIC OR LATINO","N","N","Freshman",4.08,"N","Y","N","John W North High School","HS","HIST","First Time Freshman","Other","Riverside","CA","Yes","Riverside","7"
"170",170,170,170,170,"F","HISPANIC OR LATINO","N","Y","Freshman",3.68,"N","N","N","Tesoro High School","HS","PSYC","First Time Freshman","Third Year","Coto de Caza","CA","N","Other","Other"
"171",171,171,171,171,"M","ASIAN","N","Y","Freshman",3.81,"N","N","N",NA,NA,"NURO","First Time Freshman","First Year","Ontario","CA","N","San Bernardino","7"
"172",172,172,172,172,"M","MULTI-RACIAL","N","Y","Freshman",4.09,"N","N","N",NA,NA,"NAUM","First Time Freshman","First Year","San Diego","CA","N","San Diego","10"
"173",173,173,173,173,"M","HISPANIC OR LATINO","N","Y","Freshman",NA,"Y","N","N",NA,"HS","HIST","First Time Freshman","First Year","Murrieta","CA","N","Riverside","7"
"174",174,174,174,174,"F","HISPANIC OR LATINO","Y","Y","Transfer",NA,"N","N","N",NA,NA,"MCBL","First Time Transfer","Incoming Transfer","Indio","CA","N","Riverside","7"
"175",175,175,175,175,"M","HISPANIC OR LATINO","N","Y","Transfer",NA,"N","N","N",NA,"HS","ENGL","First Time Transfer","Incoming Transfer","La Puente","CA","Yes","Los Angeles","8"
"176",176,176,176,176,"F","HISPANIC OR LATINO","N","Y","Freshman",4,"N","N","N","Summit High School",NA,"MCBL","First Time Freshman","Third Year","Fontana","CA","N","San Bernardino","7"
"177",177,177,177,177,"M","HISPANIC OR LATINO","N","N","Freshman",4,"N","N","N","Etiwanda High School","EN","CEN","First Time Freshman","Third Year","Fontana","CA","Yes","San Bernardino","7"
"178",178,178,178,178,"F","WHITE","N","Y","Transfer",NA,"N","N","N",NA,"HS","ART","First Time Transfer","Incoming Transfer","PERRIS","CA","Yes","Other","Other"
"179",179,179,179,179,"F","HISPANIC OR LATINO","N","Y","Freshman",4.3,"N","N","N",NA,"HS","HSUN","First Time Freshman","Second Year","Mira Loma","CA","N","Other","Other"
"180",180,180,180,180,"F","WHITE","N","N","Freshman",4.25,"Y","N","N","Westview High School","HS","PSYC","First Time Freshman","Third Year","San Diego","CA","Yes","San Diego","10"
"181",181,181,181,181,"F","WHITE","N","N","Transfer",NA,"N","N","N",NA,"BU","BSAD","First Time Transfer","Incoming Transfer","Moreno Valley","CA","N","Riverside","7"
"182",182,182,182,182,"F","HISPANIC OR LATINO","N","Y","Freshman",4.2,"Y","N","N","Alta Loma High School",NA,"BCH","First Time Freshman","Second Year","Rancho Cucamonga","CA","N","San Bernardino","7"
"183",183,183,183,183,"M","HISPANIC OR LATINO","N","Y","Transfer",NA,"N","N","N","Mount San Jacinto College","HS","RLST","First Time Transfer","Other","San Jacinto","CA","N","Riverside","7"
"184",184,184,184,184,"F","HISPANIC OR LATINO","N","Y","Freshman",3.87,"N","N","N","Hayward High School",NA,"BIOL","First Time Freshman","Second Year","Hayward","CA","N","Alameda","3"
"185",185,185,185,185,"F","HISPANIC OR LATINO","N","Y","Freshman",4.1,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Hawthorne","CA","N","Los Angeles","8"
"186",186,186,186,186,"M","WHITE","N","N","Freshman",4,"N","N","N","Eleanor Roosevelt High School",NA,"BIOL","First Time Freshman","Second Year","Eastvale","CA","Yes","Riverside","7"
"187",187,187,187,187,"F","ASIAN","N","Y","Freshman",4.07,"N","N","N",NA,"HS","PSYC","First Time Freshman","First Year","Santa Clarita","CA","N","Los Angeles","8"
"188",188,188,188,188,"F","WHITE","N","Y","Freshman",3.87,"N","N","N",NA,"HS","HSUN","First Time Freshman","First Year","Winchester","CA","N","Other","Other"
"189",189,189,189,189,"M","ASIAN","N","N","Freshman",3.97,"N","N","N",NA,"EN","BEBM","First Time Freshman","Second Year","Bakersfield","CA","Yes","Kern","6"
"190",190,190,190,190,"F","HISPANIC OR LATINO","Y","N","Freshman",3.9,"N","N","N",NA,"EN","CHEN","First Time Freshman","First Year","Wilmington","CA","N","Other","Other"
"191",191,191,191,191,"F","ASIAN","N","Y","Freshman",3.81,"N","N","N",NA,NA,"BCH","First Time Freshman","First Year","Pacifica","CA","N","San Mateo","3"
"192",192,192,192,192,"M","WHITE","N","N","Freshman",3.85,"N","N","N","Mission Vista High School","HS","PSYC","First Time Freshman","Third Year","Vista","CA","Yes","San Diego","10"
"193",193,193,193,193,"F","WHITE","N","N","Freshman",4.03,"N","N","N","Aquinas High School",NA,"NAUL","First Time Freshman","Second Year","Rialto","CA","Yes","San Bernardino","7"
"194",194,194,194,194,"M","WHITE","N","Y","Transfer",NA,"N","N","N",NA,"EN","ENCS","First Time Transfer","Incoming Transfer","Anaheim","CA","Yes","Orange","9"
"195",195,195,195,195,"F","HISPANIC OR LATINO","N","Y","Freshman",NA,"N","N","N",NA,"HS","SOC","First Time Freshman","First Year","Moreno Valley","CA","N","Riverside","7"
"196",196,196,196,196,"M","HISPANIC OR LATINO","N","N","Freshman",4.04,"N","N","N",NA,NA,"CHEM","First Time Freshman","First Year","Pasadena","CA","N","Los Angeles","8"
"197",197,197,197,197,"M","HISPANIC OR LATINO","Y","N","Transfer",NA,"N","N","N",NA,"BU","BSAD","First Time Transfer","Incoming Transfer","Jurupa Valley","CA","N","Riverside","7"
"198",198,198,198,198,"F","ASIAN","N","N","Freshman",3.52,"N","N","N","El Camino Real Charter High Sc",NA,"BIOL","First Time Freshman","Third Year","Woodland Hills","CA","N","Other","Other"
"199",199,199,199,199,"M","HISPANIC OR LATINO","Y","Y","Transfer",NA,"N","N","N",NA,"HS","POSC","First Time Transfer","Incoming Transfer","Riverside","CA","N","Riverside","7"
"200",200,200,200,200,"M","HISPANIC OR LATINO","Y","Y","Freshman",3.47,"N","Y","N","Central Union High School","HS","PSLW","First Time Freshman","Other","El Centro","CA","Yes","Imperial","10"
"201",201,201,201,201,"M","HISPANIC OR LATINO","N","Y","Transfer",NA,"N","N","N",NA,NA,"CMDB","First Time Transfer","Incoming Transfer","San Bernardino","CA","Yes","San Bernardino","7"
"202",202,202,202,202,"M","ASIAN","N","N","Freshman",3.87,"N","N","N",NA,NA,"MCBL","First Time Freshman","First Year","Manteca","CA","N","San Joaquin","4"
"203",203,203,203,203,"F","ASIAN","N","N","Freshman",3.36,"N","N","N","John W North High School","HS","HIST","First Time Freshman","Second Year","Riverside","CA","N","Riverside","7"
"204",204,204,204,204,"F","HISPANIC OR LATINO","Y","N","Freshman",3.84,"N","N","N",NA,"HS","PSYC","First Time Freshman","First Year","San Pedro","CA","Yes","Other","Other"
"205",205,205,205,205,"M","HISPANIC OR LATINO","N","Y","Freshman",3.85,"N","N","N","California Acad Math & Science","EN","MSE","First Time Freshman","Second Year","Los Angeles","CA","N","Los Angeles","8"
"206",206,206,206,206,"F","ASIAN","N","N","Freshman",NA,"N","N","N","Troy High School",NA,"BIOL","First Time Freshman","First Year","Chino Hills","CA","Yes","San Bernardino","7"
"207",207,207,207,207,"F","ASIAN","N","Y","Freshman",NA,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Westminster","CA","N","Orange","9"
"208",208,208,208,208,"F","MULTI-RACIAL","N","Y","Freshman",3.77,"N","N","N","Laguna Hills High School","HS","PSAT","First Time Freshman","Third Year","Laguna Hills","CA","Yes","Orange","9"
"209",209,209,209,209,"M","ASIAN","N","Y","Transfer",NA,"N","N","N",NA,"HS","TFDP","First Time Transfer","Incoming Transfer","Glendale","CA","N","Los Angeles","8"
"210",210,210,210,210,"F","WHITE","N","N","Freshman",3.8,"N","N","N","Fallbrook Union High School","EN","BIEN","First Time Freshman","Third Year","Fallbrook","CA","Yes","Other","Other"
"211",211,211,211,211,"F","HISPANIC OR LATINO","Y","Y","Transfer",NA,"N","N","N",NA,"HS","BSPR","First Time Transfer","Incoming Transfer","Reseda","CA","N","Other","Other"
"212",212,212,212,212,"M","HISPANIC OR LATINO","N","N","Freshman",3.62,"N","N","N","Redlands East Valley Hs","HS","POSC","First Time Freshman","Second Year","Redlands","CA","Yes","San Bernardino","7"
"213",213,213,213,213,"F","BLACK OR AFRICAN AMERICAN","Y","Y","Freshman",3.95,"N","N","N","University High School","HS","LING","First Time Freshman","Third Year","Los Angeles","CA","Yes","Los Angeles","8"
"214",214,214,214,214,"M","HISPANIC OR LATINO","N","Y","Freshman",3.9,"N","N","N",NA,"HS","PSYC","First Time Freshman","First Year","Corona","CA","N","Riverside","7"
"215",215,215,215,215,"F","WHITE","N","N","Freshman",4.04,"N","N","N","Paraclete High School",NA,"MCBL","First Time Freshman","Second Year","Lancaster","CA","Yes","Los Angeles","8"
"216",216,216,216,216,"F","ASIAN","N","Y","Freshman",3.9,"N","N","N","Martin Luther King High School","HS","PBPL","First Time Freshman","Second Year","Riverside","CA","N","Riverside","7"
"217",217,217,217,217,"M","WHITE","Y","N","Freshman",4.09,"N","N","N","Redlands East Valley Hs","EN","ELEN","First Time Freshman","Third Year","Redlands","CA","Yes","San Bernardino","7"
"218",218,218,218,218,"M","MULTI-RACIAL","N","N","Transfer",NA,"N","N","N","Marymount California Universit","EN","CHEN","First Time Transfer","Other","San Pedro","CA","N","Other","Other"
"219",219,219,219,219,"F","WHITE","N","N","Freshman",3.4,"N","N","N",NA,"HS","SOC","First Time Freshman","Second Year","Pleasanton","CA","Yes","Alameda","3"
"220",220,220,220,220,"F","WHITE","N","N","Freshman",3.79,"N","N","N","Riverside Poly High School","HS","SOC","First Time Freshman","Third Year","Riverside","CA","N","Riverside","7"
"221",221,221,221,221,"F","WHITE","N","N","Freshman",3.36,"N","N","N","Claremont High School",NA,"BIOL","First Time Freshman","Second Year","Claremont","CA","N","Los Angeles","8"
"222",222,222,222,222,"M","HISPANIC OR LATINO","N","N","Freshman",3.81,"N","N","N","Trabuco Hills High School",NA,"CMDB","First Time Freshman","Third Year","Foothill Ranch","CA","Yes","Other","Other"
"223",223,223,223,223,"M","ASIAN","N","N","Freshman",4.27,"N","N","Y",NA,"EN","MCBM","First Time Freshman","First Year","San Bernardino","CA","N","San Bernardino","7"
"224",224,224,224,224,"M","HISPANIC OR LATINO","N","N","Freshman",4.11,"Y","N","N","John Marshall Fundamental Sch","HS","LLLN","First Time Freshman","Third Year","Pasadena","CA","Yes","Los Angeles","8"
"225",225,225,225,225,"M","WHITE","Y","N","Freshman",3.92,"N","N","N","Eastside High School","EN","ELEN","First Time Freshman","Second Year","Lancaster","CA","Yes","Los Angeles","8"
"226",226,226,226,226,"F","HISPANIC OR LATINO","N","Y","Transfer",NA,"N","N","N",NA,NA,"BIOL","First Time Transfer","Incoming Transfer","Alhambra","CA","N","Los Angeles","8"
"227",227,227,227,227,"F","ASIAN","Y","N","Freshman",4.04,"N","N","N","Rancho Cucamonga High School","Other","ESHD","First Time Freshman","First Year","Fontana","CA","Yes","San Bernardino","7"
"228",228,228,228,228,"F","HISPANIC OR LATINO","Y","N","Transfer",NA,"N","N","N",NA,"BU","BSAD","First Time Transfer","Incoming Transfer","San Bernardino","CA","N","San Bernardino","7"
"229",229,229,229,229,"F","WHITE","Y","Y","Transfer",NA,"N","N","N",NA,NA,"BIOL","First Time Transfer","Incoming Transfer","Corona","CA","N","Riverside","7"
"230",230,230,230,230,"M","HISPANIC OR LATINO","Y","Y","Other",NA,"N","N","N",NA,NA,"MATH","First Time Transfer","Incoming Transfer","South Gate","CA","N","Los Angeles","8"
"231",231,231,231,231,"M","MULTI-RACIAL","N","N","Freshman",3.77,"N","N","N","Scripps Ranch High School","HS","PSYC","First Time Freshman","Third Year","San Diego","CA","Yes","San Diego","10"
"232",232,232,232,232,"F","WHITE","Y","Y","Transfer",NA,"N","N","N","Copper Mountain College","HS","ENGL","First Time Transfer","Incoming Transfer","Twentynine Palms","CA","Yes","San Bernardino","7"
"233",233,233,233,233,"F","ASIAN","N","Y","Freshman",4,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","North Hills","CA","N","Other","Other"
"234",234,234,234,234,"M","ASIAN","N","N","Freshman",3.6,"N","N","N","Arcadia High School",NA,"BCH","First Time Freshman","Second Year","Chino","CA","Yes","San Bernardino","7"
"235",235,235,235,235,"F","HISPANIC OR LATINO","N","Y","Transfer",NA,"N","N","N",NA,"HS","POSC","First Time Transfer","Incoming Transfer","San Bernardino","CA","Yes","San Bernardino","7"
"236",236,236,236,236,"F","HISPANIC OR LATINO","Y","N","Freshman",4.13,"N","N","N",NA,"HS","PSYC","First Time Freshman","First Year","Los Angeles","CA","N","Los Angeles","8"
"237",237,237,237,237,"F","WHITE","N","N","Freshman",3.27,"N","N","N","Amador Valley High School","HS","CRWT","First Time Freshman","Third Year","Pleasanton","CA","N","Alameda","3"
"238",238,238,238,238,"F","HISPANIC OR LATINO","N","N","Freshman",3.52,"N","N","N","Citadel High School","HS","POSC","First Time Freshman","Second Year","Riverside","CA","Yes","Riverside","7"
"239",239,239,239,239,"F","WHITE","N","Y","Transfer",NA,"N","N","N",NA,"HS","LING","First Time Transfer","Incoming Transfer","Riverside","CA","N","Riverside","7"
"240",240,240,240,240,"F","WHITE","N","N","Freshman",4.04,"N","N","N","Santiago High School",NA,"BIOL","First Time Freshman","Third Year","Corona","CA","N","Riverside","7"
"241",241,241,241,241,"M","HISPANIC OR LATINO","Y","Y","Freshman",3.75,"N","N","N","Paloma Valley High School","HS","NRSC","First Time Freshman","Second Year","Menifee","CA","N","Riverside","7"
"242",242,242,242,242,"F","HISPANIC OR LATINO","Y","N","Freshman",3.95,"N","N","N",NA,"HS","PSYC","First Time Freshman","First Year","Garden Grove","CA","Yes","Orange","9"
"243",243,243,243,243,"F","HISPANIC OR LATINO","N","N","Freshman",NA,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Hemet","CA","Yes","Riverside","7"
"244",244,244,244,244,"M","HISPANIC OR LATINO","N","Y","Transfer",NA,"N","N","N",NA,"HS","POSC","First Time Transfer","Incoming Transfer","Twin Peaks","CA","Yes","Other","Other"
"245",245,245,245,245,"F","HISPANIC OR LATINO","Y","Y","Freshman",3.8,"N","N","N",NA,"HS","SOC","First Time Freshman","Second Year","North Hollywood","CA","Yes","Other","Other"
"246",246,246,246,246,"M","MULTI-RACIAL","N","Y","Freshman",3.95,"Y","N","N","Poway High School",NA,"PLBL","First Time Freshman","Second Year","Poway","CA","Yes","San Diego","10"
"247",247,247,247,247,"F","ASIAN","N","N","Freshman",3.19,"N","N","N","Lowell High School","HS","PBPL","First Time Freshman","Third Year","San Francisco","CA","N","San Francisco","3"
"248",248,248,248,248,"M","HISPANIC OR LATINO","N","Y","Freshman",3.94,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Banning","CA","N","Riverside","7"
"249",249,249,249,249,"F","HISPANIC OR LATINO","N","Y","Freshman",4.3,"Y","N","N","Palm Desert High School","EN","CHEN","First Time Freshman","Third Year","Palm Desert","CA","N","Riverside","7"
"250",250,250,250,250,"F","HISPANIC OR LATINO","N","Y","Freshman",4.28,"N","Y","N","Canyon Springs High School","HS","PSYC","First Time Freshman","Third Year","Moreno Valey","CA","Yes","Other","Other"
"251",251,251,251,251,"F","HISPANIC OR LATINO","Y","Y","Freshman",4,"N","N","N","Granite Hills High School","HS","PSYC","First Time Freshman","Third Year","Apple Valley","CA","Yes","San Bernardino","7"
"252",252,252,252,252,"M","HISPANIC OR LATINO","N","N","Transfer",NA,"N","N","N","Gavilan College","BU","BSAD","First Time Transfer","Other","Gilroy","CA","N","Santa Clara","3"
"253",253,253,253,253,"F","HISPANIC OR LATINO","N","N","Freshman",3.9,"N","N","N",NA,"EN","ENEN","First Time Freshman","First Year","San Jose","CA","N","Santa Clara","3"
"254",254,254,254,254,"M","HISPANIC OR LATINO","N","Y","Freshman",4.38,"N","N","N","Arlington High School","EN","ELEN","First Time Freshman","Third Year","Riverside","CA","N","Riverside","7"
"255",255,255,255,255,"F","HISPANIC OR LATINO","N","Y","Freshman",3.82,"N","N","N",NA,"HS","SOC","First Time Freshman","First Year","Upland","CA","N","San Bernardino","7"
"256",256,256,256,256,"F","HISPANIC OR LATINO","Y","Y","Freshman",3.91,"Y","N","N","Mt Carmel High School","HS","SPN","First Time Freshman","Other","San Diego","CA","Yes","San Diego","10"
"257",257,257,257,257,"F","HISPANIC OR LATINO","N","N","Freshman",3.68,"N","N","N",NA,"HS","ETST","First Time Freshman","Second Year","Los Angeles","CA","N","Los Angeles","8"
"258",258,258,258,258,"M","HISPANIC OR LATINO","N","Y","Other",3.83,"N","N","N","Juan Bautista De Anza Charter","HS","CRWT","First Time Freshman","Second Year","Thermal","CA","N","Other","Other"
"259",259,259,259,259,"F","HISPANIC OR LATINO","N","Y","Freshman",4.08,"N","N","N","Arlington High School","HS","LBST","First Time Freshman","Third Year","Riverside","CA","Yes","Riverside","7"
"260",260,260,260,260,"F","HISPANIC OR LATINO","Y","N","Transfer",NA,"N","N","N",NA,"HS","CRWT","First Time Transfer","Incoming Transfer","La Puente","CA","N","Los Angeles","8"
"261",261,261,261,261,"F","HISPANIC OR LATINO","Y","N","Freshman",3.54,"N","N","N",NA,NA,"BIOL","First Time Freshman","Second Year","Palm Desert","CA","N","Riverside","7"
"262",262,262,262,262,"M","HISPANIC OR LATINO","Y","Y","Freshman",3.63,"N","N","N","Bloomington High School","EN","CHEN","First Time Freshman","Second Year","Fontana","CA","Yes","San Bernardino","7"
"263",263,263,263,263,"M","HISPANIC OR LATINO","N","Y","Transfer",NA,"N","N","N",NA,"HS","HIST","First Time Transfer","Incoming Transfer","San Fernando","CA","N","Los Angeles","8"
"264",264,264,264,264,"F","HISPANIC OR LATINO","N","Y","Transfer",NA,"N","N","N",NA,"HS","LBST","First Time Transfer","Incoming Transfer","Redlands","CA","N","San Bernardino","7"
"265",265,265,265,265,"F","WHITE","N","Y","Freshman",3.95,"N","N","N",NA,"HS","LBST","First Time Freshman","First Year","Chino","CA","N","San Bernardino","7"
"266",266,266,266,266,"F","BLACK OR AFRICAN AMERICAN","Y","N","Transfer",NA,"N","N","N",NA,"HS","PSYC","First Time Transfer","Incoming Transfer","Fontana","CA","Yes","San Bernardino","7"
"267",267,267,267,267,"F","WHITE","Y","Y","Freshman",4,"N","N","N",NA,"EN","BIEN","First Time Freshman","First Year","Eastvale","CA","N","Riverside","7"
"268",268,268,268,268,"M","ASIAN","N","N","Freshman",3.81,"Y","N","N","Lowell High School",NA,"BIOL","First Time Freshman","Other","San Francisco","CA","N","San Francisco","3"
"269",269,269,269,269,"M","WHITE","Y","N","Other",NA,"N","N","N",NA,"EN","MCEN","First Time Transfer","Incoming Transfer","Los Osos","CA","Yes","Other","Other"
"270",270,270,270,270,"F","BLACK OR AFRICAN AMERICAN","Y","Y","Freshman",4.1,"N","N","N",NA,"HS","SOC","First Time Freshman","First Year","Moreno Valley","CA","N","Riverside","7"
"271",271,271,271,271,"F","ASIAN","N","N","Freshman",4.34,"N","Y","N","Heritage High School","EN","CHEN","First Time Freshman","Second Year","Menifee","CA","N","Riverside","7"
"272",272,272,272,272,"F","WHITE","N","N","Transfer",NA,"N","N","N",NA,"HS","ENGL","First Time Transfer","Incoming Transfer","Alta Loma","CA","Yes","Other","Other"
"273",273,273,273,273,"M","BLACK OR AFRICAN AMERICAN","N","Y","Freshman",3.87,"N","N","N","California Acad Math & Science",NA,"BIOL","First Time Freshman","Third Year","Lakewood","CA","Yes","Los Angeles","8"
"274",274,274,274,274,"M","HISPANIC OR LATINO","N","N","Freshman",3.04,"N","N","N","Diamond Bar High School",NA,"BIOL","First Time Freshman","Third Year","Pomona","CA","Yes","Los Angeles","8"
"275",275,275,275,275,"M","HISPANIC OR LATINO","N","Y","Freshman",4.1,"N","N","N","Palma High School","HS","PSYC","First Time Freshman","Second Year","Salinas","CA","N","Monterey","5"
"276",276,276,276,276,"M","HISPANIC OR LATINO","Y","N","Freshman",4.04,"N","N","N","Damien High School","EN","BIEN","First Time Freshman","Second Year","La Verne","CA","N","Los Angeles","8"
"277",277,277,277,277,"F","HISPANIC OR LATINO","Y","Y","Transfer",NA,"N","N","N","San Bernardino Valley College",NA,"CHEM","First Time Transfer","Other","San Bernardino","CA","Yes","San Bernardino","7"
"278",278,278,278,278,"F","HISPANIC OR LATINO","Y","Y","Transfer",NA,"N","N","N","San Bernardino Valley College","EN","CHEN","First Time Transfer","Other",NA,"Out-Of-State","Yes","Other","Other"
"279",279,279,279,279,"F","HISPANIC OR LATINO","N","N","Freshman",3.5,"N","N","N","Walnut High School","HS","SPN","First Time Freshman","Second Year","Walnut","CA","Yes","Los Angeles","8"
"280",280,280,280,280,"F","HISPANIC OR LATINO","Y","N","Freshman",4.05,"N","N","N",NA,"HS","PSYC","First Time Freshman","First Year","Tulare","CA","N","Tulare","6"
"281",281,281,281,281,"F","ASIAN","N","N","Freshman",3.8,"N","N","N",NA,NA,"BCH","First Time Freshman","Second Year","Torrance","CA","Yes","Los Angeles","8"
"282",282,282,282,282,"M","HISPANIC OR LATINO","N","N","Freshman",4.33,"N","Y","N","Hemet High School","EN","MCEN","First Time Freshman","Second Year","Hemet","CA","Yes","Riverside","7"
"283",283,283,283,283,"M","HISPANIC OR LATINO","N","Y","Freshman",4.35,"N","Y","N","Summit High School","EN","BIEN","First Time Freshman","Second Year","Fontana","CA","N","San Bernardino","7"
"284",284,284,284,284,"F","HISPANIC OR LATINO","Y","Y","Freshman",4,"N","N","N","Presentation High School",NA,"BIOL","First Time Freshman","Second Year","San Jose","CA","N","Santa Clara","3"
"285",285,285,285,285,"F","HISPANIC OR LATINO","Y","Y","Freshman",3.34,"N","N","N","South East High School","HS","SOC","First Time Freshman","Third Year","Cudahy","CA","Yes","Los Angeles","8"
"286",286,286,286,286,"F","HISPANIC OR LATINO","N","N","Freshman",4.04,"N","N","N","Bishop Garcia Diego High Sch","HS","SOC","First Time Freshman","Third Year","Goleta","CA","Yes","Santa Barbara","5"
"287",287,287,287,287,"F","HISPANIC OR LATINO","N","N","Freshman",4.25,"N","N","N","Hillcrest High School","HS","ENGL","First Time Freshman","First Year","Riverside","CA","Yes","Riverside","7"
"288",288,288,288,288,"M","ASIAN","N","N","Freshman",3.54,"N","N","N",NA,"HS","PRBS","First Time Freshman","Second Year","San Jose","CA","N","Santa Clara","3"
"289",289,289,289,289,"M","ASIAN","N","N","Other",3.37,"N","N","N","Beacon Academy",NA,"CMDB","First Time Freshman","Third Year","San Diego","CA","Yes","San Diego","10"
"290",290,290,290,290,"M","HISPANIC OR LATINO","Y","Y","Transfer",NA,"N","N","N",NA,"HS","TFDP","First Time Transfer","Incoming Transfer","Redlands","CA","Yes","San Bernardino","7"
"291",291,291,291,291,"M","MULTI-RACIAL","N","N","Transfer",NA,"N","N","N","Cosumnes River College",NA,"PHYS","First Time Transfer","Other","Elk Grove","CA","Yes","Sacramento","1"
"292",292,292,292,292,"M","WHITE","N","Y","Freshman",3.95,"N","N","N",NA,"HS","ENGL","First Time Freshman","First Year","Ontario","CA","Yes","San Bernardino","7"
"293",293,293,293,293,"M","WHITE","Y","Y","Transfer",NA,"N","N","N",NA,NA,"CHEM","First Time Transfer","Incoming Transfer","Banning","CA","N","Riverside","7"
"294",294,294,294,294,"F","ASIAN","N","N","Freshman",4.24,"Y","N","N","Cajon High School",NA,"BCH","First Time Freshman","Second Year","San Bernardino","CA","Yes","San Bernardino","7"
"295",295,295,295,295,"M","NON-RESIDENT ALIEN","N","Y","Freshman",4,"Y","N","N",NA,NA,"BCH","First Time Freshman","First Year","Gig Harbor","Out-Of-State","N","Other","Other"
"296",296,296,296,296,"F","HISPANIC OR LATINO","N","N","Freshman",NA,"N","N","N","Sunny Hills High School","HS","PSPS","First Time Freshman","First Year","Fullerton","CA","Yes","Orange","9"
"297",297,297,297,297,"F","HISPANIC OR LATINO","Y","Y","Transfer",NA,"N","N","N",NA,NA,"BIOL","First Time Transfer","Incoming Transfer","Valley Center","CA","Yes","Other","Other"
"298",298,298,298,298,"F","HISPANIC OR LATINO","N","N","Freshman",3.95,"N","N","N","Alta Loma High School",NA,"BIOL","First Time Freshman","Second Year","Rancho Cucamonga","CA","Yes","San Bernardino","7"
"299",299,299,299,299,"F","ASIAN","N","Y","Transfer",NA,"N","N","N",NA,"HS","ENGL","First Time Transfer","Incoming Transfer","Moreno Valley","CA","Yes","Riverside","7"
